จังหวัด,เขต,อำเภอ,ตำบล,จํานวนหน่วย,ผู้มีสิทธิ,มาใช้สิทธิ,บัตรใช้ไป,บัตรดี,บัตรเสีย,บัตรไม่เลือก,1. ไทยทรัพย์ทวี,2. เพื่อชาติไทย,3. ใหม่,4. มิติใหม่,5. รวมใจไทย,6. รวมไทยสร้างชาติ,7. พลวัต,8. ประชาธิปไตยใหม่,9. เพื่อไทย,10. ทางเลือกใหม่,11. เศรษฐกิจ,12. เสรีรวมไทย,13. รวมพลังประชาชน,14. ท้องที่ไทย,15. อนาคตไทย,16. พลังเพื่อไทย,17. ไทยชนะ,18. พลังสังคมใหม่,19. สังคมประชาธิปไตยไทย,20. ฟิวซัน,21. ไทรวมพลัง,22. ก้าวล่วง,23. ปวงชนไทย,24. วิชชั่นใหม่,25. เพื่อชีวิตใหม่,26. คลองไทย,27. ประชาธิปัตย์,28. ไทยก้าวหน้า,29. ไทยภักดี,30. แรงงานสร้างชาติ,31. ประชากรไทย,32. ครูไทยเพื่อประชาชน,33. ประชาชาติ,34. สร้างอนาคตไทย,35. รักชาติ,36. ไทยพร้อม,37. ภูมิใจไทย,38. พลังธรรมใหม่,39. กรีน,40. ไทยธรรม,41. แผ่นดินธรรม,42. กล้าธรรม,43. พลังประชารัฐ,44. โอกาสใหม่,45. เป็นธรรม,46. ประชาชน,47. ประชาไทย,48. ไทยสร้างไทย,49. ไทยก้าวใหม่,50. ประชาอาสาชาติ,51. พร้อม,52. เครือข่ายชาวนาแห่งประเทศไทย,53. ไทยพิทักษ์ธรรม,54. ความหวังใหม่,55. ไทยรวมไทย,56. เพื่อบ้านเมือง,57. พลังไทยรักชาติ
ลำปาง,1,เมือง,มานเรียม,1,669,513,513,461,27,25,2,5,8,6,2,14,1,10,94,4,18,1,7,1,1,2,1,0,0,0,0,0,0,0,0,0,20,0,1,3,0,1,2,2,0,2,28,2,0,0,0,13,1,0,1,196,2,6,2,0,0,0,0,0,0,0,2
ลำปาง,1,เมือง,มาน้ำ,1,192,138,138,145,3,10,2,3,2,2,0,6,0,3,26,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,40,0,2,0,0,0,0,0,0,0,0,0
ลำปาง,1,เมือง,มาน้ำ เชื้อม,1,381,268,268,244,17,7,0,5,5,6,2,7,0,5,83,34,17,1,1,0,0,1,2,1,0,0,1,0,1,0,0,0,7,1,1,1,2,1,0,1,0,0,66,3,0,1,0,0,1,0,1,63,0,0,2,0,0,0,0,0,0,1,1
ลำปาง,1,เมือง,มาน้ำเมือง,1,307,227,227,199,17,11,1,4,0,4,2,6,2,3,77,140,4,1,2,0,2,3,0,0,0,1,0,0,1,0,0,0,7,0,0,1,0,0,0,0,0,0,54,2,0,0,0,3,1,1,0,54,1,0,0,0,0,0,0,0,0,0,0
ลำปาง,1,เมือง,มิตรพัฒนา,1,308,233,233,219,7,7,1,2,1,1,0,6,0,1,61,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,1,28,1,1,0,0,0,0,1,1,92,0,1,0,0,0,0,0,0,0,0,0
ลำปาง,1,เมือง,มูลพาดฟรมาก,1,372,278,278,249,16,13,3,6,0,9,2,13,0,4,84,0,9,1,1,0,0,1,3,0,0,0,0,0,0,0,0,1,6,0,0,0,0,2,1,1,0,0,19,1,0,0,0,0,0,1,0,78,0,1,2,0,0,0,0,0,0,0,0
ลำปาง,1,เมือง,ม่อแร้ง,2,778,538,541,493,17,31,0,5,1,4,0,10,0,7,103,2,9,3,8,0,0,2,1,0,1,0,0,0,0,0,0,1,24,1,1,0,1,1,1,1,1,1,71,0,0,0,0,3,0,1,4,149,1,6,4,0,0,0,0,0,0,0,1
ลำปาง,1,เมือง,ม้านเจียม,1,757,540,540,596,34,10,4,10,10,11,10,15,2,13,101,3,22,9,7,1,2,1,2,0,1,1,1,0,1,1,1,2,15,3,3,1,4,3,3,1,2,4,53,2,1,0,0,1,0,1,0,159,3,2,4,0,0,0,0,0,1,2,1
ลำปาง,1,เมือง,ม้านเน้า,1,701,524,524,426,98,98,1,9,3,4,1,8,0,8,86,3,20,4,7,0,0,0,1,0,0,0,0,0,0,0,1,3,89,0,2,0,0,1,0,0,0,1,62,3,0,1,0,8,0,2,1,189,1,0,3,0,0,0,0,0,0,1,0
ลำปาง,1,เมือง,ม้านเป้า,1,273,211,211,195,7,9,3,2,0,0,2,3,1,5,33,1,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,18,1,0,1,0,3,0,0,0,68,0,1,2,0,0,1,0,0,0,0,0
ลำปาง,1,เมือง,ม้านเอย,1,40,20,203,551,28,29,9,14,22,11,4,20,5,14,70,1,28,1,4,0,3,4,2,0,1,2,0,1,0,0,0,1,29,0,1,2,2,0,2,0,0,1,108,0,0,0,1,5,0,2,0,180,3,0,3,0,1,0,0,1,0,0,0
ลำปาง,1,เมือง,ยุพานาคพัฒนา,1,300,228,228,207,9,12,0,8,0,8,5,4,2,3,42,1,11,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,20,0,2,0,0,1,2,1,0,0,45,1,0,1,0,0,1,0,0,46,0,0,0,0,0,0,0,0,0,0,0
ลำปาง,1,เมือง,ลาดสว่าง,1,211,156,156,135,7,14,4,3,1,10,1,3,2,3,26,0,88,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,4,1,0,0,1,0,0,0,0,1,12,0,0,0,0,0,1,0,1,42,2,0,2,0,4,0,0,0,0,0,0
ลำปาง,1,เมือง,สบคีย,1,615,720,420,389,5,26,0,3,0,2,1,13,0,2,66,1,16,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,40,0,4,0,1,0,0,0,0,1,70,0,0,0,0,5,0,0,0,152,0,0,4,0,0,0,0,0,0,0,0
ลำปาง,1,เมือง,สบป.ย,1,457,284,284,255,12,17,0,2,1,5,0,9,0,2,59,2,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,10,2,5,0,0,0,0,0,0,1,44,0,0,1,0,2,0,0,0,98,0,2,0,0,0,0,0,0,0,0,0
ลำปาง,1,เมือง,สมคุย,1,526,347,344,307,19,18,1,1,2,2,1,10,0,4,47,3,9,4,3,0,1,1,0,0,0,0,0,0,1,1,0,0,27,0,8,0,0,1,0,0,0,0,53,1,0,0,0,3,0,0,0,118,0,3,2,0,0,0,0,0,0,0,0
ลำปาง,1,เมือง,สมพู,1,526,307,349,320,13,14,0,3,1,1,1,5,0,3,35,2,14,1,1,1,1,1,70,0,0,0,1,0,0,0,1,0,25,1,5,0,0,1,0,1,0,0,69,0,0,0,0,4,0,0,5,142,1,2,2,3,0,0,0,3,1,0,0
ลำปาง,1,เมือง,สมุย,2,723,528,468,449,241,32,3,3,1,0,1,18,0,5,80,1,0,5,6,6,7,9,10,11,14,13,14,15,16,17,18,19,29,21,24,23,24,26,26,27,1,0,85,0,0,0,0,3,0,0,0,166,0,2,6,0,1,0,0,0,0,0,0
ลำปาง,1,เมือง,สมเด็จ,1,692,429,429,391,11,27,1,3,1,0,1,10,1,5,69,4,9,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,24,0,4,0,0,0,0,1,2,1,57,0,0,0,1,2,0,0,0,176,0,3,0,0,0,0,0,0,0,0,0
ลำปาง,1,เมือง,สยชุ่ย,1,450,285,285,257,9,19,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,5,29,0,5,0,0,0,0,0,0,0,58,0,0,1,0,1,1,0,0,103,0,4,0,0,0,0,0,0,0,0,0
ลำปาง,1,เมือง,สวนดอก,4,1232,1030,1030,986,29,56,1,8,6,5,2,32,1,8,150,5,31,10,6,0,0,0,1,0,1,1,0,0,0,0,0,0,82,2,9,1,1,2,0,0,0,2,152,3,1,1,0,4,0,4,0,378,0,12,10,0,1,0,0,0,0,7,1
ลำปาง,1,เมือง,สวนใหญ่,1,360,267,267,240,3,21,2,2,1,1,1,10,0,1,35,1,7,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,19,1,3,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,108,1,4,0,0,0,0,0,0,0,0,0
ลำปาง,1,เมือง,สามยุ่ง,1,519,335,335,307,9,19,0,1,0,0,1,16,2,6,48,2,8,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,29,3,4,0,0,0,0,0,1,1,54,0,0,0,0,1,2,1,0,116,0,5,3,0,0,0,0,0,0,0,0
ลำปาง,1,เมือง,สามย่าน,1,464,383,383,294,16,13,0,2,0,7,2,2,1,3,50,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,2,0,1,0,1,0,0,0,0,49,0,1,0,1,12,1,0,0,125,0,2,0,0,1,0,0,0,0,0,1
ลำปาง,1,เมือง,สำราญ,1,68,47,423,384,19,20,0,2,0,1,1,1,1,2,2,1,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,49,0,6,0,0,2,0,0,0,0,53,0,0,0,0,4,0,0,0,162,0,1,3,0,0,0,0,1,0,0,0
ลำปาง,1,เมือง,สุขใจ,2,1006,671,671,603,24,44,3,2,1,3,2,22,1,8,97,2,16,0,4,0,0,0,0,0,0,0,0,2,0,0,0,34,20,9,5,0,0,0,3,0,0,0,81,1,0,0,0,5,2,1,0,275,2,4,1,0,0,0,0,0,0,104,0
ลำปาง,1,เมือง,หมู่ที่ 16,1,720,520,520,492,11,17,1,4,1,5,1,7,3,2,80,3,13,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,26,0,5,9,0,0,1,1,0,0,84,0,0,0,1,5,1,1,0,231,0,3,7,0,0,0,0,0,0,0,0
ลำปาง,1,เมือง,หมู่ที่ 9,1,611,443,443,403,11,29,1,7,2,8,2,9,4,4,104,2,9,6,1,0,1,4,1,0,0,0,1,0,0,0,1,0,9,0,1,0,0,1,0,1,0,1,37,0,0,0,0,2,2,2,0,176,0,1,3,0,0,0,0,0,0,0,0
ลำปาง,1,เมือง,หัวเรียง,1,353,329,329,317,37,48,0,1,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0
ลำปาง,1,เมือง,หัวเวียง,3,1136,688,688,637,9,43,0,0,0,3,1,14,1,6,70,1,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,15,0,0,0,1,2,0,0,115,1,3,0,0,2,1,0,0,309,1,2,4,0,0,0,0,0,0,0,1
ลำปาง,1,เมือง,หัวเสียง,1,550,374,384,311,11,22,0,0,0,1,0,7,2,6,30,1,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,4,0,0,0,0,0,0,1,61,0,0,0,0,2,0,0,1,151,0,1,11,0,0,0,0,0,0,0,0
ลำปาง,1,เมือง,ห้องเรียง,1,469,281,281,271,2,8,0,1,0,1,0,9,0,1,34,0,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,32,1,3,0,0,0,0,0,0,0,57,0,1,0,0,0,0,2,3,117,0,0,1,0,0,0,0,0,0,0,0
ลำปาง,1,เมือง,ห้ามเรียน,1,591,432,432,395,21,16,3,4,2,3,1,5,1,10,38,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,28,1,1,1,1,1,1,1,1,2,44,1,1,1,1,2,1,1,2,202,1,2,1,1,1,1,1,1,1,1,1
ลำปาง,1,เมือง,เกียวเหนือ,1,406,264,264,237,11,16,0,2,0,0,0,0,0,7,42,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,8,2,0,0,0,1,0,0,46,0,0,1,0,1,0,0,0,86,1,2,2,0,0,0,0,0,0,0,0
ลำปาง,1,เมือง,เขื่อนเหนือ,1,309,347,347,294,22,21,0,0,0,0,0,0,0,0,0,0,8,1,3,0,1,2,1,0,1,0,0,0,0,0,1,0,19,2,2,1,0,0,0,0,0,0,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ลำปาง,1,เมือง,เชียงเทียน,1,358,220,220,203,7,10,1,1,2,0,1,6,0,0,39,1,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,13,0,3,0,0,0,1,0,0,1,52,0,1,0,0,1,0,0,0,12,0,2,0,0,0,1,0,0,0,0,0
ลำปาง,1,เมือง,เชียงเหนียว,1,397,252,252,247,7,18,0,1,3,1,1,7,0,1,23,0,5,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,43,0,1,0,0,6,1,0,0,107,0,1,1,0,0,0,0,0,1,0,0
ลำปาง,1,เมือง,เชียงใหม่,1,350,352,357,316,12,24,2,4,1,2,1,10,1,1,3,0,12,3,3,1,1,0,0,0,0,1,1,0,0,0,1,0,20,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ลำปาง,1,เมือง,เวียงเหนือ,2,982,868,618,614,17,37,1,3,3,3,3,15,1,3,93,1,20,2,6,0,0,8,0,6,1,1,0,0,0,0,0,0,57,3,5,0,0,0,0,0,0,1,109,0,0,0,0,8,2,6,3,314,0,0,9,0,1,0,0,1,0,0,0
ลำปาง,1,เมือง,แก้วเจียจ่า,1,508,306,306,289,138,138,0,4,0,1,0,9,1,2,35,0,0,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,21,1,5,0,2,43,0,0,42,79,43,1,77,77,77,77,77,77,77,70,77,38,26,77,77,77,77,77,77,77,77
ลำปาง,1,เมืองกำแพงเพชร,คูเป่า,1,616,427,427,374,381,24,4,5,2,3,1,7,2,6,86,2,11,4,3,0,0,1,1,0,1,0,1,0,2,1,0,0,23,0,6,0,1,0,1,0,0,0,51,2,0,0,0,4,0,1,0,143,0,4,2,0,0,0,0,0,0,0,0
ลำปาง,1,เมืองพัฒนา,มูลค่าเพิ่ม,1,300,233,233,206,13,14,0,1,1,9,4,1,1,3,60,2,30,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,1,0,0,18,1,1,0,1,1,1,1,0,79,1,0,2,0,0,0,0,0,0,0,0
ลำปาง,1,เมืองพัทลุง,คันองชัย,1,572,411,411,381,5,25,0,0,0,1,1,9,0,1,65,6,17,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,28,0,2,0,0,1,1,0,0,0,63,0,0,0,0,2,1,0,0,174,0,1,5,0,0,0,0,0,0,0,0
ลำปาง,1,เมืองลพบุรี,มวกเหล็ก,1,722,504,504,467,24,23,3,16,3,14,5,10,3,14,138,6,8,0,1,1,0,2,1,0,0,0,1,0,0,0,1,0,13,1,1,6,0,2,3,2,0,2,29,4,1,0,0,2,1,0,0,173,1,3,2,0,0,0,0,0,1,1,0
ลำปาง,1,เมืองลพบุรี,หริเวียง,1,369,242,242,217,10,15,0,0,0,1,0,3,1,2,24,0,5,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,28,1,7,0,0,1,0,0,0,1,31,1,0,0,0,3,1,0,1,96,0,1,1,0,0,0,0,0,0,0,0
ลำปาง,1,เมืองลำปาง,3 ป้อมสร้าง,1,607,463,463,401,19,43,0,0,3,1,1,4,1,9,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,0,0,1,6,0,0,0,191,1,5,1,1,0,0,0,0,0,0,1
ลำปาง,1,เมืองลำปาง,คลองมิ้ว,1,218,165,165,156,5,4,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ลำปาง,1,เมืองลำปาง,คันถังชัย,1,378,275,275,258,46,17,0,0,0,0,0,2,0,0,46,4,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,35,0,0,0,0,1,1,2,0,136,1,0,2,0,0,0,0,0,0,0,0
ลำปาง,1,เมืองลำปาง,คันธรชัย,2,1461,1057,1057,960,48,49,6,17,9,19,8,15,7,14,122,1,26,9,12,1,2,1,4,0,0,1,1,0,1,2,1,1,67,2,11,0,0,0,0,0,72,2,81,2,0,0,1,8,2,3,1,343,1,8,13,0,0,0,0,0,0,1,0
ลำปาง,1,เมืองลำปาง,คันธรพย์,1,631,409,449,412,8,29,50,4,1,1,4,14,0,2,72,1,15,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,3,0,0,0,1,0,0,0,67,0,0,0,0,4,0,0,0,185,0,1,2,0,1,0,0,0,0,0,0
ลำปาง,1,เมืองลำปาง,คูฝาย,1,60,402,402,368,17,17,4,4,1,6,2,7,1,3,95,1,14,2,3,0,0,2,2,0,0,0,1,0,1,0,1,1,20,1,2,2,5,0,2,1,0,0,84,3,0,0,0,9,0,3,0,134,1,3,1,1,0,0,0,0,0,0,0
ลำปาง,1,เมืองลำปาง,ตำบลบ่อแห้ง,1,348,277,277,233,19,25,0,64,0,3,2,3,0,6,55,1,8,1,3,0,0,1,1,0,0,0,0,0,0,2,0,0,14,0,1,0,0,0,0,0,1,1,24,0,1,0,0,1,1,2,0,99,0,2,0,0,0,0,0,0,0,0,0
ลำปาง,1,เมืองลำปาง,ทุ่งฝน,1,322,239,239,207,11,21,2,2,0,1,0,4,1,3,43,0,9,1,5,0,1,1,0,2,0,0,0,0,0,0,0,0,16,0,3,0,0,0,1,0,1,0,28,1,0,0,0,1,0,0,0,79,1,1,0,0,0,0,0,0,0,0,0
ลำปาง,1,เมืองลำปาง,ทุ่งฝาย,1,570,423,423,376,31,16,3,16,3,10,1,4,2,7,114,0,14,2,4,0,4,2,1,0,0,1,0,0,2,1,0,1,2,0,1,1,0,0,0,1,1,3,33,2,1,1,0,0,0,4,1,129,0,2,1,0,0,0,1,0,0,0,0
ลำปาง,1,เมืองลำปาง,ท่างาย,1,500,356,356,304,307,26,2,10,2,4,0,6,1,3,102,3,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,0,12,1,1,2,0,0,0,1,1,0,23,2,0,0,0,0,0,1,0,112,0,3,1,0,1,0,0,0,0,0,0
ลำปาง,1,เมืองลำปาง,ท่าฝาย,1,393,301,301,264,18,19,4,6,1,5,4,5,0,9,66,1,0,1,4,0,2,0,0,0,0,0,1,0,1,0,0,0,1,2,2,0,0,1,1,0,0,0,28,2,0,0,0,2,1,0,0,97,0,4,1,0,0,0,0,0,0,1,0
ลำปาง,1,เมืองลำปาง,นครลำปาง,1,390,187,187,184,3,3,0,0,0,0,10,12,1,1,22,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,6,0,0,0,0,0,0,0,38,1,0,0,0,0,1,0,0,65,0,0,3,0,0,0,0,0,0,0,0
ลำปาง,1,เมืองลำปาง,นิคมพัฒนา,3,1016,677,677,629,22,25,0,13,3,16,4,5,1,4,205,6,22,0,5,2,1,0,1,2,0,1,0,1,1,1,0,1,15,2,2,1,1,1,1,0,0,1,108,3,0,0,0,5,0,0,0,96,2,2,2,0,0,0,0,0,0,0,0
ลำปาง,1,เมืองลำปาง,น่าเข้าฯ,1,730,531,531,487,13,3,1,7,3,1,4,12,0,5,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,58,2,0,0,0,0,0,0,0,228,0,5,5,0,0,0,0,0,0,0,0
ลำปาง,1,เมืองลำปาง,บ้านค่า,2,1149,791,791,728,23,37,10,14,9,23,6,18,3,14,201,4,23,3,5,1,0,3,2,1,0,3,1,1,1,2,0,4,26,1,4,7,0,1,2,1,2,21,41,3,2,0,6,4,1,0,73,171,1,6,1,0,0,0,0,0,1,0,1
ลำปาง,1,เมืองลำปาง,บ้านค่ำ,1,360,259,259,239,16,4,2,5,4,3,1,6,0,6,59,1,7,1,2,0,0,3,3,0,1,0,0,1,0,1,0,1,15,0,0,0,9,1,0,0,0,2,8,1,3,6,0,1,1,0,0,100,1,0,1,0,3,0,9,0,0,0,1
ลำปาง,1,เมืองลำปาง,ปองฮัว,1,236,182,182,165,14,3,1,2,0,0,0,4,0,3,29,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,14,0,0,0,0,1,0,0,0,93,0,1,2,0,0,6,0,0,0,0,0
ลำปาง,1,เมืองลำปาง,ปะเหล็ง,1,387,348,387,348,14,25,70,3,3,1,1,6,3,5,80,2,4,37,69,7,7,17,17,7,17,7,7,7,7,17,7,17,17,7,17,17,7,7,7,37,0,40,0,0,0,0,0,6,1,1,0,144,0,5,1,0,0,0,0,0,0,0,1
ลำปาง,1,เมืองลำปาง,ปุณฑารามฯ,1,589,410,410,410,35,35,5,9,6,5,1,8,3,8,64,1,14,2,3,0,0,5,1,2,0,0,0,0,0,1,0,0,51,0,0,0,2,1,2,1,1,2,58,4,0,0,0,2,1,2,0,83,2,1,0,0,0,0,0,0,0,0,0
ลำปาง,1,เมืองลำปาง,ป่าเป้า,1,500,362,362,336,9,17,1,5,1,4,1,7,0,6,72,1,12,3,2,0,0,2,4,0,0,0,1,0,0,0,0,1,19,2,0,1,0,0,0,0,0,0,37,0,0,0,0,2,0,0,3,145,0,2,2,0,0,0,0,0,0,0,0
ลำปาง,1,เมืองลำปาง,ป้อมเจ้าหลวงกระซ่าเกอ,1,873,616,676,548,21,41,1,8,1,3,2,15,0,3,103,3,47,5,2,1,0,1,0,0,0,0,0,0,0,0,0,1,47,1,6,0,0,0,0,0,0,0,68,1,0,0,0,3,0,0,0,252,0,4,5,0,0,0,0,0,0,0,0
ลำปาง,1,เมืองลำปาง,ฝั่งฝ่าย,1,86,60,609,513,51,45,8,8,4,11,0,9,0,12,125,1,8,6,0,0,0,0,1,0,0,1,1,0,0,1,0,0,26,2,4,2,2,1,2,0,2,0,53,3,1,0,0,3,1,3,0,196,1,4,0,0,0,0,0,0,0,0,1
ลำปาง,1,เมืองลำปาง,พระบาท,1,641,407,407,386,4,17,0,0,0,1,0,11,2,1,63,4,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,8,0,1,1,0,0,0,0,68,0,0,0,0,0,0,1,0,179,0,2,4,0,0,0,0,0,0,0,0
ลำปาง,1,เมืองลำปาง,พุทธบาท,1,401,274,294,248,14,32,3,3,5,17,2,5,0,8,66,2,5,0,5,0,0,3,0,1,0,0,0,1,0,1,0,0,4,0,2,4,0,1,1,0,1,1,18,1,1,1,0,0,0,0,0,84,0,1,1,0,0,0,0,0,0,0,0
ลำปาง,1,เมืองลำปาง,ม้านา,1,20,17,178,163,7,8,1,2,3,0,0,1,2,2,35,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,5,0,0,0,0,0,0,1,23,1,0,0,0,0,3,0,0,16,0,0,1,0,0,0,0,0,0,0,0
ลำปาง,1,เมืองลำปาง,สพป.,1,65,402,407,407,20,35,4,3,2,4,2,29,0,6,47,1,15,3,2,1,0,0,0,0,1,1,0,0,0,0,1,0,26,1,3,0,0,0,1,0,1,0,60,0,0,0,0,2,1,0,1,180,2,5,4,0,0,0,0,0,0,0,407
ลำปาง,1,เมืองลำปาง,สำโรงซ้าย,1,660,459,459,382,73,48,1,6,2,6,2,13,2,4,89,3,14,2,1,0,3,5,0,0,0,0,0,0,0,0,0,1,21,0,2,1,0,2,0,1,2,0,71,5,1,0,0,2,0,1,1,122,0,2,1,0,0,3,0,0,0,0,0
ลำปาง,1,เมืองลำปาง,สุขชัย,1,571,372,372,347,7,18,1,0,1,0,1,12,1,3,53,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,53,0,1,0,0,3,0,0,1,157,0,3,0,0,0,0,0,0,0,0,0
ลำปาง,1,เมืองลำปาง,หนองคาย,1,487,328,328,309,5,24,0,0,0,0,0,0,0,0,0,0,7,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,23,0,1,0,0,1,0,0,0,1,52,2,0,0,1,2,0,0,0,128,0,6,3,0,0,0,0,0,0,0,0
ลำปาง,1,เมืองลำปาง,หัวเวียง,2,859,527,527,493,250,270,0,0,0,2,3,16,3,3,65,1,5,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,33,1,5,1,0,0,9,0,1,0,73,1,0,0,0,8,2,0,0,237,0,6,2,0,0,0,0,0,0,0,0
ลำปาง,1,เมืองลำปาง,เวียงเหนือ,4,1916,1213,1213,1172,44,2978,1,5,1,1,3,18,2,5,93,4,23,7,3,0,0,1,1,0,0,0,1,0,1,0,0,1,69,1,12,1,0,0,1,2,2,1,172,5,0,0,1,10,1,0,99,332,3,7,5,0,2,0,0,0,1,0,1
ลำปาง,1,เมืองลิฟาย,คลองจั่ย,1,682,498,478,406,39,35,2,4,4,5,2,14,3,5,84,1,18,0,5,0,0,2,2,0,0,0,0,0,1,0,0,0,17,0,2,0,2,0,1,0,0,1,51,2,0,0,0,4,1,1,1,173,0,1,0,0,0,0,0,0,8,6,0
ลำปาง,1,เมืองฯ,ธมย.,1,559,367,367,329,329,29,1,1,2,2,1,10,0,3,45,0,6,0,3,1,1,0,0,0,2,0,0,0,0,0,0,0,26,1,0,0,0,1,0,1,0,0,46,1,0,0,0,0,1,0,0,158,4,3,1,0,0,0,0,0,0,0,0
ลำปาง,1,เมืองฯ,นิคมพัฒนา,1,239,185,185,179,179,2,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,4,3,3,3,3,4,3,0,0,20,1,0,0,0,2,1,0,0,52,1,0,0,0,0,0,0,0,0,0,0
ลำปาง,1,เมืองฯ,ป้อมเฮือง,1,677,495,495,463,9,24,2,4,3,0,2,7,2,2,70,2,24,5,4,0,0,1,1,0,1,0,0,0,0,0,0,0,29,1,5,0,0,0,1,0,1,1,59,1,0,0,0,5,4,2,0,27,0,5,3,0,1,0,0,0,0,0,6
ลำปาง,1,เมืองฯ,สวนดอก,1,704,456,456,433,5,18,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,1,0,0,0,0,0,0,43,0,20,0,0,6,1,0,1,1,73,2,0,0,0,2,0,0,0,197,0,4,7,0,0,0,0,0,0,0,0
ลำปาง,1,เมืองฯ,หัวมูลค่า,1,395,270,271,267,12,12,0,3,2,0,1,8,0,4,87,1,14,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,14,1,1,0,1,0,0,0,0,0,15,0,0,0,0,5,0,0,0,98,0,5,0,0,0,1,0,0,0,0,0
ลำปาง,1,เมืองไทย,เชิงทะเล,1,317,206,206,188,6,12,1,3,2,0,6,3,0,1,45,0,12,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,1,38,0,0,0,0,0,0,0,0,62,0,0,0,0,2,0,0,0,0,0,0
ลำปาง,1,เม็ด,ม้านเป้า,1,690,517,486,486,447,37,1,11,2,5,4,7,3,5,172,2,7,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,16,0,1,1,1,1,0,0,0,2,53,3,0,1,0,6,0,2,0,164,1,2,1,1,0,0,0,1,0,1,0
ลำปาง,1,เลขที่ 407,เก็บมาแล้ว,1,504,338,338,288,31,19,0,1,1,2,2,7,0,4,65,1,13,2,3,0,0,0,0,0,1,0,0,0,0,9,0,0,15,0,1,0,0,0,0,0,0,0,48,0,1,0,0,1,0,0,0,115,1,2,2,0,0,0,0,0,0,0,0
ลำปาง,1,ไม่ระบุ,ไม่ระบุ,3,1520,1520,2253,1908,7,65,1,2,0,3,4,16,1,4,180,4,18,7,3,0,1,4,0,1,0,0,0,0,0,0,0,0,60,3,13,0,0,0,3,0,0,0,112,0,0,0,0,9,1,1,0,1140,1,7,3,1,1,0,0,0,0,0,0
